stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
24701000,2019,Ивановская область,ИВАНОВО,NaN,Промышленные предприятия,0.3,6.7,0.12,0.2,NaN,NaN,2019
24620106,2019,Ивановская область,ПРИВОЛЖСК,NaN,Промышленные предприятия,0.04,0.03,0.012,0.02,NaN,NaN,2019
25703000,2019,Иркутская область,АНГАРСК,NaN,Промышленные предприятия,63.2,12.8,7.56,12.6,NaN,NaN,2019
25634108,2019,Иркутская область,БАЙКАЛЬСК,NaN,Промышленные предприятия,0.05,0.05,0.042,0.07,NaN,NaN,2019
25636105,2019,Иркутская область,БИРЮСИНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
25714000,2019,Иркутская область,БРАТСК,NaN,Промышленные предприятия,14.1,7.4,9.6,16,NaN,NaN,2019
25604103,2019,Иркутская область,ВИХОРЕВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
25720000,2019,Иркутская область,ЗИМА,NaN,Промышленные предприятия,0.2,0.03,0.06,0.1,NaN,NaN,2019
25701000,2019,Иркутская область,ИРКУТСК,NaN,Промышленные предприятия,42.9,11,4.74,7.9,NaN,NaN,2019
25634162,2019,Иркутская область,КУЛТУК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
25612160,2019,Иркутская область,ЛИСТВЯНКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
25703000,2019,Иркутская область,МЕГЕТ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
25726000,2019,Иркутская область,САЯНСК,NaN,Промышленные предприятия,17.2,3.1,1.8,3,NaN,NaN,2019
25746000,2019,Иркутская область,СВИРСК,NaN,Промышленные предприятия,0.1,0.1,0.06,0.1,NaN,NaN,2019
25634101,2019,Иркутская область,СЛЮДЯНКА,NaN,Промышленные предприятия,4.4,0.2,0.06,0.1,NaN,NaN,2019
25732000,2019,Иркутская область,ТУЛУН,NaN,Промышленные предприятия,0.04,0.01,0.03,0.05,NaN,NaN,2019
25736000,2019,Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,NaN,Промышленные предприятия,17.4,2.9,3.3,5.5,NaN,NaN,2019
25738000,2019,Иркутская область,УСТЬ-ИЛИМСК,NaN,Промышленные предприятия,7.7,4.3,7.32,12.2,NaN,NaN,2019
25745000,2019,Иркутская область,ЧЕРЕМХОВО,NaN,Промышленные предприятия,0.12,0.6,0.048,0.08,NaN,NaN,2019
25655101,2019,Иркутская область,ШЕЛЕХОВ,NaN,Промышленные предприятия,3.5,0.5,3.66,6.1,NaN,NaN,2019
27701000,2019,Калининградская область,КАЛИНИНГРАД,NaN,Промышленные предприятия,0.5,5.9,0.54,0.9,NaN,NaN,2019
29701000,2019,Калужская область,КАЛУГА,NaN,Промышленные предприятия,0.2,3.8,0.18,0.3,NaN,NaN,2019
30607101,2019,Камчатский край,ЕЛИЗОВО,NaN,Промышленные предприятия,0.9,0.9,1.2,2,NaN,NaN,2019
30701000,2019,Камчатский край,ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,NaN,Промышленные предприятия,1.8,3.5,0.84,1.4,NaN,NaN,2019
91701000,2019,Карачаево-Черкесская Республика,ЧЕРКЕССК,NaN,Промышленные предприятия,0.1,1,0.066,0.11,NaN,NaN,2019
32701000,2019,Кемеровская область,КЕМЕРОВО,NaN,Промышленные предприятия,9.4,10.9,4.56,7.6,NaN,NaN,2019
32731000,2019,Кемеровская область,НОВОКУЗНЕЦК,NaN,Промышленные предприятия,50.5,19.3,20.46,34.1,NaN,NaN,2019
32737000,2019,Кемеровская область,ПРОКОПЬЕВСК,NaN,Промышленные предприятия,3.1,0.8,3.36,5.6,NaN,NaN,2019
33701000,2019,Кировская область,КИРОВ,NaN,Промышленные предприятия,2,8.8,3,5,NaN,NaN,2019
33707000,2019,Кировская область,КИРОВО-ЧЕПЕЦК,NaN,Промышленные предприятия,0.1,2.8,2.52,4.2,NaN,NaN,2019
34706000,2019,Костромская область,ВОЛГОРЕЧЕНСК,NaN,Промышленные предприятия,0.9,14,0,0,NaN,NaN,2019
34701000,2019,Костромская область,КОСТРОМА,NaN,Промышленные предприятия,0.4,7.9,1.8,3,NaN,NaN,2019
3701000,2019,Краснодарский край,КРАСНОДАР,NaN,Промышленные предприятия,1,14.7,4.38,7.3,NaN,NaN,2019
3720000,2019,Краснодарский край,НОВОРОССИЙСК,NaN,Промышленные предприятия,1,12.5,1.14,1.9,NaN,NaN,2019
3726000,2019,Краснодарский край,СОЧИ,NaN,Промышленные предприятия,0.3,3.4,0.12,0.2,NaN,NaN,2019
4703000,2019,Красноярский край,АЧИНСК,NaN,Промышленные предприятия,5.1,9.9,9.36,15.6,NaN,NaN,2019
4720000,2019,Красноярский край,КАНСК,NaN,Промышленные предприятия,1.2,1.3,1.32,2.2,NaN,NaN,2019
4701000,2019,Красноярский край,КРАСНОЯРСК,NaN,Промышленные предприятия,20.4,22.1,8.94,14.9,NaN,NaN,2019
4722000,2019,Красноярский край,ЛЕСОСИБИРСК,NaN,Промышленные предприятия,0.3,0.7,0.3,0.5,NaN,NaN,2019
4723000,2019,Красноярский край,МИНУСИНСК,NaN,Промышленные предприятия,0.02,0.01,0.36,0.6,NaN,NaN,2019
4726000,2019,Красноярский край,НАЗАРОВО,NaN,Промышленные предприятия,22.3,13.6,6.78,11.3,NaN,NaN,2019
4729000,2019,Красноярский край,НОРИЛЬСК,NaN,Промышленные предприятия,1764.7,8.7,3.9,6.5,NaN,NaN,2019
37701000,2019,Курганская область,КУРГАН,NaN,Промышленные предприятия,0.2,6.4,0.36,0.6,NaN,NaN,2019
38701000,2019,Курская область,КУРСК,NaN,Промышленные предприятия,0.7,11.6,0.24,0.4,NaN,NaN,2019
41606101,2019,Ленинградская область,ВОЛОСОВО,NaN,Промышленные предприятия,0.001,0.017,-0.6,-1,NaN,NaN,2019
41609101,2019,Ленинградская область,ВОЛХОВ,NaN,Промышленные предприятия,0.5,1.4,1.26,2.1,NaN,NaN,2019
41615101,2019,Ленинградская область,ВЫБОРГ,NaN,Промышленные предприятия,0.5,0.4,0.42,0.7,NaN,NaN,2019
41621101,2019,Ленинградская область,КИНГИСЕПП,NaN,Промышленные предприятия,0.1,0.3,0.06,0.1,NaN,NaN,2019
41624101,2019,Ленинградская область,КИРИШИ,NaN,Промышленные предприятия,14.9,7.2,0.18,0.3,NaN,NaN,2019
41633101,2019,Ленинградская область,ЛУГА,NaN,Промышленные предприятия,0.03,0.03,0.12,0.2,NaN,NaN,2019
41615114,2019,Ленинградская область,СВЕТОГОРСК,NaN,Промышленные предприятия,0.1,1.3,0.18,0.3,NaN,NaN,2019
41642101,2019,Ленинградская область,СЛАНЦЫ,NaN,Промышленные предприятия,0.06,0.8,0.18,0.3,NaN,NaN,2019
41645101,2019,Ленинградская область,ТИХВИН,NaN,Промышленные предприятия,0.1,0.8,0.66,1.1,NaN,NaN,2019
42701000,2019,Липецкая область,ЛИПЕЦК,NaN,Промышленные предприятия,22.3,22.9,12.42,20.7,NaN,NaN,2019
44701000,2019,Магаданская область,МАГАДАН,NaN,Промышленные предприятия,2.2,1.8,1.26,2.1,NaN,NaN,2019
45000000,2019,Москва,МОСКВА,NaN,Промышленные предприятия,12.2,106.1,2.04,3.4,NaN,NaN,2019
46710000,2019,Московская область,ВОСКРЕСЕНСК,NaN,Промышленные предприятия,0.8,0.2,0.09,0.15,NaN,NaN,2019
46711000,2019,Московская область,ДЗЕРЖИНСКИЙ,NaN,Промышленные предприятия,1.6,8.9,0.3,0.5,NaN,NaN,2019
46737000,2019,Московская область,КЛИН,NaN,Промышленные предприятия,0.01,3.4,0.06,0.1,NaN,NaN,2019
46738000,2019,Московская область,КОЛОМНА,NaN,Промышленные предприятия,0.02,0.1,0.18,0.3,NaN,NaN,2019
46746000,2019,Московская область,МЫТИЩИ,NaN,Промышленные предприятия,0.04,1.8,0.12,0.2,NaN,NaN,2019
46760000,2019,Московская область,ПОДОЛЬСК,NaN,Промышленные предприятия,0.01,0.5,0.024,0.04,NaN,NaN,2019
0,2019,Московская область,ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
46770000,2019,Московская область,СЕРПУХОВ,NaN,Промышленные предприятия,0.01,0.3,0.18,0.3,NaN,NaN,2019
46788000,2019,Московская область,ЩЕЛКОВО,NaN,Промышленные предприятия,0.1,0.3,0.06,0.1,NaN,NaN,2019
46790000,2019,Московская область,ЭЛЕКТРОСТАЛЬ,NaN,Промышленные предприятия,0.02,0.4,0.12,0.2,NaN,NaN,2019
47519000,2019,Мурманская область,АПАТИТЫ,NaN,Промышленные предприятия,7.8,3.7,2.04,3.4,NaN,NaN,2019
47515000,2019,Мурманская область,ЗАПОЛЯРНЫЙ,NaN,Промышленные предприятия,68.2,0.8,2.28,3.8,NaN,NaN,2019
47608101,2019,Мурманская область,КАНДАЛАКША,NaN,Промышленные предприятия,0.7,0.05,0.24,0.4,NaN,NaN,2019
47522000,2019,Мурманская область,КИРОВСК,NaN,Промышленные предприятия,3.3,1.6,3.12,5.2,NaN,NaN,2019
47605101,2019,Мурманская область,КОЛА,NaN,Промышленные предприятия,0.02,0.002,0.006,0.01,NaN,NaN,2019
47524000,2019,Мурманская область,МОНЧЕГОРСК,NaN,Промышленные предприятия,37.1,1.1,2.64,4.4,NaN,NaN,2019
47701000,2019,Мурманская область,МУРМАНСК,NaN,Промышленные предприятия,14.8,4,0.3,0.5,NaN,NaN,2019
47515000,2019,Мурманская область,НИКЕЛЬ,NaN,Промышленные предприятия,68.2,0.8,2.28,3.8,NaN,NaN,2019
47526000,2019,Мурманская область,ОЛЕНЕГОРСК,NaN,Промышленные предприятия,0.7,1.2,1.98,3.3,NaN,NaN,2019
22703000,2019,Нижегородская область,АРЗАМАС,NaN,Промышленные предприятия,0.03,0.64,0.06,0.1,NaN,NaN,2019
22721000,2019,Нижегородская область,ДЗЕРЖИНСК,NaN,Промышленные предприятия,0.1,4,0.24,0.4,NaN,NaN,2019
22721000,2019,Нижегородская область,ДЗЕРЖИНСК (ВОСТОЧНАЯ ПРОМЗОНА),NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
22537000,2019,Нижегородская область,КСТОВО,NaN,Промышленные предприятия,5.6,5.4,0.138,0.23,NaN,NaN,2019
22701000,2019,Нижегородская область,НИЖНИЙ НОВГОРОД,NaN,Промышленные предприятия,0.8,16.4,0.48,0.8,NaN,NaN,2019
49606101,2019,Новгородская область,БОРОВИЧИ,NaN,Промышленные предприятия,0.5,1.3,1.98,3.3,NaN,NaN,2019
49701000,2019,Новгородская область,ВЕЛИКИЙ НОВГОРОД,NaN,Промышленные предприятия,0.21,6.9,1.02,1.7,NaN,NaN,2019
49639101,2019,Новгородская область,СТАРАЯ РУССА,NaN,Промышленные предприятия,0.02,0.11,0.12,0.2,NaN,NaN,2019
50708000,2019,Новосибирская область,БЕРДСК,NaN,Промышленные предприятия,0.2,0.6,0.12,0.2,NaN,NaN,2019
50712000,2019,Новосибирская область,ИСКИТИМ,NaN,Промышленные предприятия,0.06,2.6,0.54,0.9,NaN,NaN,2019
50701000,2019,Новосибирская область,НОВОСИБИРСК,NaN,Промышленные предприятия,28.3,27.2,5.64,9.4,NaN,NaN,2019
52701000,2019,Омская область,ОМСК,NaN,Промышленные предприятия,77.9,49.5,21.24,35.4,NaN,NaN,2019
53714000,2019,Оренбургская область,КУВАНДЫК,NaN,Промышленные предприятия,0.001,0.4,0,0,NaN,NaN,2019
53715000,2019,Оренбургская область,МЕДНОГОРСК,NaN,Промышленные предприятия,6.1,0.1,0.042,0.07,NaN,NaN,2019
53720000,2019,Оренбургская область,НОВОТРОИЦК,NaN,Промышленные предприятия,4.1,5.4,3.66,6.1,NaN,NaN,2019
53701000,2019,Оренбургская область,ОРЕНБУРГ,NaN,Промышленные предприятия,0.6,9,0.24,0.4,NaN,NaN,2019
53723000,2019,Оренбургская область,ОРСК,NaN,Промышленные предприятия,1.1,3.3,0.72,1.2,NaN,NaN,2019
54701000,2019,Орловская область,ОРЕЛ,NaN,Промышленные предприятия,0.12,4.6,0.21,0.35,NaN,NaN,2019
56701000,2019,Пензенская область,ПЕНЗА,NaN,Промышленные предприятия,0.2,5.9,0.276,0.46,NaN,NaN,2019
57708000,2019,Пермский край,БЕРЕЗНИКИ,NaN,Промышленные предприятия,0.3,3.3,1.38,2.3,NaN,NaN,2019
57516000,2019,Пермский край,ГУБАХА,NaN,Промышленные предприятия,1.4,1.8,0.3,0.5,NaN,NaN,2019
57701000,2019,Пермский край,ПЕРМЬ,NaN,Промышленные предприятия,6,21.4,0.48,0.8,NaN,NaN,2019
57730000,2019,Пермский край,СОЛИКАМСК,NaN,Промышленные предприятия,0.2,1.6,0.48,0.8,NaN,NaN,2019
5705000,2019,Приморский край,АРТЕМ,NaN,Промышленные предприятия,8.3,4.5,7.14,11.9,NaN,NaN,2019
5701000,2019,Приморский край,ВЛАДИВОСТОК,NaN,Промышленные предприятия,4.6,7.3,2.16,3.6,NaN,NaN,2019
5707000,2019,Приморский край,ДАЛЬНЕГОРСК,NaN,Промышленные предприятия,0.6,0.7,0.24,0.4,NaN,NaN,2019
5714000,2019,Приморский край,НАХОДКА,NaN,Промышленные предприятия,2.8,1.7,1.02,1.7,NaN,NaN,2019
5723000,2019,Приморский край,УССУРИЙСК,NaN,Промышленные предприятия,2.3,2.2,1.62,2.7,NaN,NaN,2019
58710000,2019,Псковская область,ВЕЛИКИЕ ЛУКИ,NaN,Промышленные предприятия,0.32,1.32,0.126,0.21,NaN,NaN,2019
58701000,2019,Псковская область,ПСКОВ,NaN,Промышленные предприятия,0.14,2.4,0.078,0.13,NaN,NaN,2019
80615101,2019,Республика Башкортостан,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,0.2,1.8,0.24,0.4,NaN,NaN,2019
80739000,2019,Республика Башкортостан,САЛАВАТ,NaN,Промышленные предприятия,14.9,11.2,0.66,1.1,NaN,NaN,2019
80745000,2019,Республика Башкортостан,СТЕРЛИТАМАК,NaN,Промышленные предприятия,0.2,6.6,1.14,1.9,NaN,NaN,2019
80651101,2019,Республика Башкортостан,ТУЙМАЗЫ,NaN,Промышленные предприятия,0.7,1.1,0.12,0.2,NaN,NaN,2019
80701000,2019,Республика Башкортостан,УФА,NaN,Промышленные предприятия,17,19.4,1.2,2,NaN,NaN,2019
81648101,2019,Республика Бурятия,ГУСИНООЗЕРСК,NaN,Промышленные предприятия,25.1,8.5,5.04,8.4,NaN,NaN,2019
81624163,2019,Республика Бурятия,СЕЛЕНГИНСК,NaN,Промышленные предприятия,0.01,0.02,0.018,0.03,NaN,NaN,2019
81701000,2019,Республика Бурятия,УЛАН-УДЭ,NaN,Промышленные предприятия,8,6.3,3.84,6.4,NaN,NaN,2019
82701000,2019,Республика Дагестан,МАХАЧКАЛА,NaN,Промышленные предприятия,1.2,16.6,0.66,1.1,NaN,NaN,2019
86615101,2019,Республика Карелия,КОНДОПОГА,NaN,Промышленные предприятия,0.48,0.91,0.294,0.49,NaN,NaN,2019
86645160,2019,Республика Карелия,НАДВОИЦЫ,NaN,Промышленные предприятия,0.08,0.01,0.324,0.54,NaN,NaN,2019
86701000,2019,Республика Карелия,ПЕТРОЗАВОДСК,NaN,Промышленные предприятия,0.21,3.3,0.186,0.31,NaN,NaN,2019
87710000,2019,Республика Коми,ВОРКУТА,NaN,Промышленные предприятия,19,4.9,10.92,18.2,NaN,NaN,2019
87626122,2019,Республика Коми,СОСНОГОРСК,NaN,Промышленные предприятия,0.11,3.4,0.06,0.1,NaN,NaN,2019
87701000,2019,Республика Коми,СЫКТЫВКАР,NaN,Промышленные предприятия,0.9,6.4,1.5,2.5,NaN,NaN,2019
87725000,2019,Республика Коми,УХТА,NaN,Промышленные предприятия,0.64,4.7,0.18,0.3,NaN,NaN,2019
35706000,2019,Республика Крым,АРМЯНСК,NaN,Промышленные предприятия,0,0,0,0,NaN,NaN,2019
35715000,2019,Республика Крым,КЕРЧЬ,NaN,Промышленные предприятия,0.06,0.33,0.03,0.05,NaN,NaN,2019
35718000,2019,Республика Крым,КРАСНОПЕРЕКОПСК,NaN,Промышленные предприятия,0.001,0.57,0.096,0.16,NaN,NaN,2019
35701000,2019,Республика Крым,СИМФЕРОПОЛЬ,NaN,Промышленные предприятия,0.07,0.49,0.204,0.34,NaN,NaN,2019
35729000,2019,Республика Крым,ЯЛТА,NaN,Промышленные предприятия,0.06,0.06,0.024,0.04,NaN,NaN,2019
89701000,2019,Республика Мордовия,САРАНСК,NaN,Промышленные предприятия,0.4,3.7,0.6,1,NaN,NaN,2019
98631101,2019,Республика Саха (Якутия),МИРНЫЙ,NaN,Промышленные предприятия,0.3,7.6,6.66,11.1,NaN,NaN,2019
98660101,2019,Республика Саха (Якутия),НЕРЮНГРИ,NaN,Промышленные предприятия,4.5,10.5,6.06,10.1,NaN,NaN,2019
98639151,2019,Республика Саха (Якутия),УСТЬ-НЕРА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
98701000,2019,Республика Саха (Якутия),ЯКУТСК,NaN,Промышленные предприятия,0.2,5.6,0.12,0.2,NaN,NaN,2019
90701000,2019,Республика Северная Осетия — Алания,ВЛАДИКАВКАЗ,NaN,Промышленные предприятия,0.4,3.1,0.06,0.1,NaN,NaN,2019
92701000,2019,Республика Татарстан,КАЗАНЬ,NaN,Промышленные предприятия,3.3,8.1,0.66,1.1,NaN,NaN,2019
92730000,2019,Республика Татарстан,НАБЕРЕЖНЫЕ ЧЕЛНЫ,NaN,Промышленные предприятия,1.9,5.1,0.36,0.6,NaN,NaN,2019
92644101,2019,Республика Татарстан,НИЖНЕКАМСК,NaN,Промышленные предприятия,6.6,7.2,1.44,2.4,NaN,NaN,2019
93701000,2019,Республика Тыва,КЫЗЫЛ,NaN,Промышленные предприятия,0.04,0.6,0.06,0.1,NaN,NaN,2019
95701000,2019,Республика Хакасия,АБАКАН,NaN,Промышленные предприятия,5.6,6.9,0.72,1.2,NaN,NaN,2019
95708000,2019,Республика Хакасия,САЯНОГОРСК,NaN,Промышленные предприятия,9,0.8,2.4,4,NaN,NaN,2019
95715000,2019,Республика Хакасия,ЧЕРНОГОРСК,NaN,Промышленные предприятия,0.09,0.3,0.18,0.3,NaN,NaN,2019
60704000,2019,Ростовская область,АЗОВ,NaN,Промышленные предприятия,0.2,0.4,0.06,0.1,NaN,NaN,2019
60707000,2019,Ростовская область,БАТАЙСК,NaN,Промышленные предприятия,0.03,0.06,0.012,0.02,NaN,NaN,2019
60712000,2019,Ростовская область,ВОЛГОДОНСК,NaN,Промышленные предприятия,0.2,1.1,0.036,0.06,NaN,NaN,2019
60715000,2019,Ростовская область,ГУКОВО,NaN,Промышленные предприятия,0.1,0.1,0.18,0.3,NaN,NaN,2019
60632101,2019,Ростовская область,МИЛЛЕРОВО,NaN,Промышленные предприятия,0.2,0.3,0.3,0.5,NaN,NaN,2019
60727000,2019,Ростовская область,НОВОЧЕРКАССК,NaN,Промышленные предприятия,0.1,0.3,0.06,0.1,NaN,NaN,2019
60730000,2019,Ростовская область,НОВОШАХТИНСК,NaN,Промышленные предприятия,0.1,0.03,0.06,0.1,NaN,NaN,2019
60701000,2019,Ростовская область,РОСТОВ-НА-ДОНУ,NaN,Промышленные предприятия,0.5,8.4,0.24,0.4,NaN,NaN,2019
60650101,2019,Ростовская область,САЛЬСК,NaN,Промышленные предприятия,0.1,0.3,0.12,0.2,NaN,NaN,2019
60737000,2019,Ростовская область,ТАГАНРОГ,NaN,Промышленные предприятия,0.1,1,0.54,0.9,NaN,NaN,2019
60657101,2019,Ростовская область,ЦИМЛЯНСК,NaN,Промышленные предприятия,0.02,0.02,0.06,0.1,NaN,NaN,2019
60740000,2019,Ростовская область,ШАХТЫ,NaN,Промышленные предприятия,0.3,0.9,0.36,0.6,NaN,NaN,2019
61701000,2019,Рязанская область,РЯЗАНЬ,NaN,Промышленные предприятия,5.9,19.8,0.48,0.8,NaN,NaN,2019
36604151,2019,Самарская область,БЕЗЕНЧУК,NaN,Промышленные предприятия,0.02,0.06,0.024,0.04,NaN,NaN,2019
36704000,2019,Самарская область,ЖИГУЛЕВСК,NaN,Промышленные предприятия,0.01,0.2,0.24,0.4,NaN,NaN,2019
36713000,2019,Самарская область,НОВОКУЙБЫШЕВСК,NaN,Промышленные предприятия,3.3,3.2,0.42,0.7,NaN,NaN,2019
36724000,2019,Самарская область,ОТРАДНЫЙ,NaN,Промышленные предприятия,0.3,0.6,0.06,0.1,NaN,NaN,2019
36727000,2019,Самарская область,ПОХВИСТНЕВО,NaN,Промышленные предприятия,0,0.05,0.0006,0.001,NaN,NaN,2019
36701000,2019,Самарская область,САМАРА,NaN,Промышленные предприятия,2.4,6.7,0.6,1,NaN,NaN,2019
36735000,2019,Самарская область,СЫЗРАНЬ,NaN,Промышленные предприятия,5,1.3,0.48,0.8,NaN,NaN,2019
36740000,2019,Самарская область,ТОЛЬЯТТИ,NaN,Промышленные предприятия,0.1,6.8,2.04,3.4,NaN,NaN,2019
36750000,2019,Самарская область,ЧАПАЕВСК,NaN,Промышленные предприятия,0.02,0.74,0.024,0.04,NaN,NaN,2019
40000000,2019,Санкт-Петербург,САНКТ-ПЕТЕРБУРГ,NaN,Промышленные предприятия,4.2,65.6,3.18,5.3,NaN,NaN,2019
63607101,2019,Саратовская область,БАЛАКОВО,NaN,Промышленные предприятия,0.7,1.74,0.066,0.11,NaN,NaN,2019
63701000,2019,Саратовская область,САРАТОВ,NaN,Промышленные предприятия,1.9,11.4,0.3,0.5,NaN,NaN,2019
64704000,2019,Сахалинская область,АЛЕКСАНДРОВСК-САХАЛИНСКИЙ,NaN,Промышленные предприятия,0.01,0.1,0.006,0.01,NaN,NaN,2019
64716000,2019,Сахалинская область,КОРСАКОВ,NaN,Промышленные предприятия,0.04,4,0.18,0.3,NaN,NaN,2019
7726000,2019,Сахалинская область,НОВОАЛЕКСАНДРОВСК,NaN,Промышленные предприятия,0.01,0.03,0.03,0.05,NaN,NaN,2019
64736000,2019,Сахалинская область,ОХА,NaN,Промышленные предприятия,0.1,3.2,0.072,0.12,NaN,NaN,2019
64740000,2019,Сахалинская область,ПОРОНАЙСК,NaN,Промышленные предприятия,1.3,0.6,1.32,2.2,NaN,NaN,2019
64701000,2019,Сахалинская область,ЮЖНО-САХАЛИНСК,NaN,Промышленные предприятия,0.24,2.19,0.336,0.56,NaN,NaN,2019
65701000,2019,Свердловская область,ЕКАТЕРИНБУРГ,NaN,Промышленные предприятия,1.2,33,1.26,2.1,NaN,NaN,2019
65740000,2019,Свердловская область,КАМЕНСК-УРАЛЬСКИЙ,NaN,Промышленные предприятия,0.4,3.9,0.96,1.6,NaN,NaN,2019
65745000,2019,Свердловская область,КРАСНОТУРЬИНСК,NaN,Промышленные предприятия,0.1,6.1,0.36,0.6,NaN,NaN,2019
65751000,2019,Свердловская область,НИЖНИЙ ТАГИЛ,NaN,Промышленные предприятия,8.6,14.2,5.4,9,NaN,NaN,2019
65753000,2019,Свердловская область,ПЕРВОУРАЛЬСК,NaN,Промышленные предприятия,0.3,4.2,0.48,0.8,NaN,NaN,2019
67000000,2019,Севастополь,СЕВАСТОПОЛЬ,NaN,Промышленные предприятия,0.2,4.1,0.12,0.2,NaN,NaN,2019
66701000,2019,Смоленская область,СМОЛЕНСК,NaN,Промышленные предприятия,0.2,4.1,2.04,3.4,NaN,NaN,2019
7715000,2019,Ставропольский край,КИСЛОВОДСК,NaN,Промышленные предприятия,0.03,0.6,0.006,0.01,NaN,NaN,2019
7721000,2019,Ставропольский край,МИНЕРАЛЬНЫЕ ВОДЫ,NaN,Промышленные предприятия,0.2,0.8,0.006,0.01,NaN,NaN,2019
7724000,2019,Ставропольский край,НЕВИННОМЫССК,NaN,Промышленные предприятия,0.2,9,1.44,2.4,NaN,NaN,2019
7727000,2019,Ставропольский край,ПЯТИГОРСК,NaN,Промышленные предприятия,0.1,1.2,0.06,0.1,NaN,NaN,2019
7701000,2019,Ставропольский край,СТАВРОПОЛЬ,NaN,Промышленные предприятия,0.1,2.2,0.12,0.2,NaN,NaN,2019
68701000,2019,Тамбовская область,ТАМБОВ,NaN,Промышленные предприятия,0.2,3.3,0.36,0.6,NaN,NaN,2019
28701000,2019,Тверская область,ТВЕРЬ,NaN,Промышленные предприятия,0.02,1.2,0.84,1.4,NaN,NaN,2019
69701000,2019,Томская область,ТОМСК,NaN,Промышленные предприятия,6.1,31,11.16,18.6,NaN,NaN,2019
70724000,2019,Тульская область,НОВОМОСКОВСК,NaN,Промышленные предприятия,0.1,3.6,0.6,1,NaN,NaN,2019
70701000,2019,Тульская область,ТУЛА,NaN,Промышленные предприятия,2.2,6.3,1.8,3,NaN,NaN,2019
70648408,2019,Тульская область,ЯСНАЯ ПОЛЯНА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
71710000,2019,Тюменская область,ТОБОЛЬСК,NaN,Промышленные предприятия,0.3,5.3,0.12,0.2,NaN,NaN,2019
71701000,2019,Тюменская область,ТЮМЕНЬ,NaN,Промышленные предприятия,0.7,28.2,0.48,0.8,NaN,NaN,2019
94701000,2019,Удмуртская Республика,ИЖЕВСК,NaN,Промышленные предприятия,0.4,10.8,0.36,0.6,NaN,NaN,2019
73705000,2019,Ульяновская область,ДИМИТРОВГРАД,NaN,Промышленные предприятия,0.04,0.8,0.06,0.1,NaN,NaN,2019
73610101,2019,Ульяновская область,ИНЗА,NaN,Промышленные предприятия,0,0.02,0.06,0.1,NaN,NaN,2019
73636153,2019,Ульяновская область,КРАСНЫЙ ГУЛЯЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2019
73629151,2019,Ульяновская область,НОВОСПАССКОЕ,NaN,Промышленные предприятия,0,0.1,0.06,0.1,NaN,NaN,2019
73715000,2019,Ульяновская область,НОВОУЛЬЯНОВСК,NaN,Промышленные предприятия,0,0.03,0.006,0.01,NaN,NaN,2019
73701000,2019,Ульяновская область,УЛЬЯНОВСК,NaN,Промышленные предприятия,0.4,6.9,0.54,0.9,NaN,NaN,2019
8709000,2019,Хабаровский край,КОМСОМОЛЬСК-НА-АМУРЕ,NaN,Промышленные предприятия,2.4,5.8,1.86,3.1,NaN,NaN,2019
8631101,2019,Хабаровский край,НИКОЛАЕВСК-НА-АМУРЕ,NaN,Промышленные предприятия,0,0.8,0,0,NaN,NaN,2019
8701000,2019,Хабаровский край,ХАБАРОВСК,NaN,Промышленные предприятия,8.7,16.8,5.22,8.7,NaN,NaN,2019
8614151,2019,Хабаровский край,ЧЕГДОМЫН,NaN,Промышленные предприятия,0.1,0.5,0.36,0.6,NaN,NaN,2019
71811151,2019,Ханты-Мансийский автономный округ — Югра,БЕЛОЯРСКИЙ,NaN,Промышленные предприятия,0.07,16.3,0.144,0.24,NaN,NaN,2019
71812000,2019,Ханты-Мансийский автономный округ — Югра,БЕРЕЗОВО,NaN,Промышленные предприятия,0.011,2.4,0.18,0.3,NaN,NaN,2019
71874000,2019,Ханты-Мансийский автономный округ — Югра,НЕФТЕЮГАНСК,NaN,Промышленные предприятия,0.34,0.45,0.066,0.11,NaN,NaN,2019
71875000,2019,Ханты-Мансийский автономный округ — Югра,НИЖНЕВАРТОВСК,NaN,Промышленные предприятия,0.2,1.5,4.92,8.2,NaN,NaN,2019
71877000,2019,Ханты-Мансийский автономный округ — Югра,РАДУЖНЫЙ,NaN,Промышленные предприятия,0.14,0.7,0.144,0.24,NaN,NaN,2019
